5.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': 0.0, 'nt12': 0.0, 'nt13': 0.0, 'nt14': 0.0, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -0.004464286, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': 0.0, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 1, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 0, 'nt12': 0, 'nt13': 0, 'nt14': 0, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 1, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 0, 'nt8': 0, 'nt9': 0}, 
145.0, {'nt1': -0.20535715, 'nt10': 0.0, 'nt11': -0.017857144, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.03125, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -0.74553573, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -1.5625, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 2, 'nt10': 0, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 6, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 13, 'nt8': 0, 'nt9': 0}, {'nt1': 2, 'nt10': 0, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 10, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 14, 'nt8': 0, 'nt9': 0}, 
150.0, {'nt1': -0.27232143, 'nt10': 0.0, 'nt11': -0.07589286, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.05357143, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -0.98660713, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -1.1160715, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 3, 'nt10': 0, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 11, 'nt8': 0, 'nt9': 0}, {'nt1': 3, 'nt10': 0, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 11, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 11, 'nt8': 0, 'nt9': 0}, 
155.0, {'nt1': -0.15178572, 'nt10': 0.0, 'nt11': -0.14285715, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.07589286, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -1.0669643, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.004464286, 'nt7': -1.3660715, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 2, 'nt10': 0, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 11, 'nt8': 0, 'nt9': 0}, {'nt1': 2, 'nt10': 0, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 12, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 12, 'nt8': 0, 'nt9': 0}, 
160.0, {'nt1': 0.0, 'nt10': -0.008928572, 'nt11': -0.058035713, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.116071425, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -1.0178572, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.026785715, 'nt7': -1.6428572, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 11, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 1, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 12, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 13, 'nt8': 0, 'nt9': 0}, 
165.0, {'nt1': 0.0, 'nt10': -0.04910714, 'nt11': -0.08035714, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.16071428, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.004464286, 'nt3': -1.2901785, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.04910714, 'nt7': -1.46875, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 2, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 9, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 2, 'nt11': 1, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 13, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 10, 'nt8': 0, 'nt9': 0}, 
170.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -0.12053572, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.22767857, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -1.375, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.071428575, 'nt7': -1.2098215, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 2, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 13, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
175.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -0.035714287, 'nt12': 0.0, 'nt13': -0.008928572, 'nt14': -0.3169643, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.03125, 'nt3': -1.2857143, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -1.3660715, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 2, 'nt12': 0, 'nt13': 1, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 3, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 2, 'nt12': 0, 'nt13': 1, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 3, 'nt3': 11, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
180.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -0.09821428, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.21875, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.026785715, 'nt3': -1.3125, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -1.5223215, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 8, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 12, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
185.0, {'nt1': -0.017857144, 'nt10': 0.0, 'nt11': -0.1875, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.2857143, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -0.9776786, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -1.6785715, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 1, 'nt10': 0, 'nt11': 3, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 1, 'nt10': 0, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 11, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
190.0, {'nt1': -0.04017857, 'nt10': 0.0, 'nt11': -0.3169643, 'nt12': 0.0, 'nt13': -0.02232143, 'nt14': -0.22767857, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.004464286, 'nt3': -0.95089287, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -1.5669643, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 1, 'nt10': 0, 'nt11': 5, 'nt12': 0, 'nt13': 1, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 8, 'nt8': 0, 'nt9': 0}, {'nt1': 1, 'nt10': 0, 'nt11': 7, 'nt12': 0, 'nt13': 1, 'nt14': 4, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 14, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 8, 'nt8': 0, 'nt9': 0}, 
195.0, {'nt1': -0.071428575, 'nt10': 0.0, 'nt11': -0.51339287, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.04910714, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.008928572, 'nt3': -1.2901785, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.85714287, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 2, 'nt10': 0, 'nt11': 7, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 2, 'nt10': 0, 'nt11': 9, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 2, 'nt3': 16, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
200.0, {'nt1': 0.0, 'nt10': -0.017857144, 'nt11': -0.33035713, 'nt12': 0.0, 'nt13': -0.02232143, 'nt14': -0.04017857, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -1.6473215, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.38839287, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 2, 'nt11': 5, 'nt12': 0, 'nt13': 1, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 7, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 4, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 2, 'nt11': 5, 'nt12': 0, 'nt13': 1, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 16, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 4, 'nt8': 0, 'nt9': 0}, 
205.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -0.44642857, 'nt12': 0.0, 'nt13': -0.04464286, 'nt14': -0.0625, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -2.0401785, 'nt4': 0.0, 'nt5': 0.0, 'nt6': 0.0, 'nt7': -0.47767857, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 5, 'nt12': 0, 'nt13': 1, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 8, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 4, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 6, 'nt12': 0, 'nt13': 1, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 18, 'nt4': 0, 'nt5': 0, 'nt6': 0, 'nt7': 4, 'nt8': 0, 'nt9': 0}, 
210.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -0.38839287, 'nt12': 0.0, 'nt13': -0.07589286, 'nt14': -0.084821425, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -2.1160715, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.008928572, 'nt7': -0.56696427, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 4, 'nt12': 0, 'nt13': 2, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 11, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 4, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 4, 'nt12': 0, 'nt13': 2, 'nt14': 1, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 19, 'nt4': 0, 'nt5': 0, 'nt6': 1, 'nt7': 4, 'nt8': 0, 'nt9': 0}, 
215.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -0.47767857, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.125, 'nt15': 0.0, 'nt16': 0.0, 'nt2': -0.008928572, 'nt3': -2.580357, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.04910714, 'nt7': -0.70089287, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 12, 'nt4': 0, 'nt5': 0, 'nt6': 2, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 1, 'nt3': 21, 'nt4': 0, 'nt5': 0, 'nt6': 2, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
220.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -0.56696427, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.16964285, 'nt15': 0.0, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -2.419643, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.11160714, 'nt7': -0.54910713, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 14, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 8, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 4, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 0, 'nt16': 0, 'nt2': 0, 'nt3': 20, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 8, 'nt8': 0, 'nt9': 0}, 
225.0, {'nt1': 0.0, 'nt10': -0.013392857, 'nt11': -0.70089287, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.21428572, 'nt15': -0.008928572, 'nt16': 0.0, 'nt2': -0.013392857, 'nt3': -2.5848215, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.17857143, 'nt7': -0.7410714, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 1, 'nt11': 7, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 1, 'nt16': 0, 'nt2': 1, 'nt3': 13, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 8, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 1, 'nt11': 7, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 1, 'nt16': 0, 'nt2': 1, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 9, 'nt8': 0, 'nt9': 0}, 
230.0, {'nt1': 0.0, 'nt10': -0.035714287, 'nt11': -0.70535713, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.04464286, 'nt15': -0.05357143, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -2.40625, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.24553572, 'nt7': -0.94196427, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 1, 'nt11': 9, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 3, 'nt16': 0, 'nt2': 0, 'nt3': 11, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 8, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 1, 'nt11': 9, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 3, 'nt16': 0, 'nt2': 0, 'nt3': 22, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 9, 'nt8': 0, 'nt9': 0}, 
235.0, {'nt1': 0.0, 'nt10': -0.058035713, 'nt11': -0.91964287, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.0625, 'nt15': -0.12053572, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -2.705357, 'nt4': -0.004464286, 'nt5': 0.0, 'nt6': -0.3125, 'nt7': -1.1651785, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 1, 'nt11': 10, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 3, 'nt16': 0, 'nt2': 0, 'nt3': 12, 'nt4': 1, 'nt5': 0, 'nt6': 3, 'nt7': 8, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 1, 'nt11': 10, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 3, 'nt16': 0, 'nt2': 0, 'nt3': 23, 'nt4': 1, 'nt5': 0, 'nt6': 3, 'nt7': 10, 'nt8': 0, 'nt9': 0}, 
240.0, {'nt1': 0.0, 'nt10': -0.08035714, 'nt11': -1.1428572, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.12946428, 'nt15': -0.1875, 'nt16': 0.0, 'nt2': -0.017857144, 'nt3': -3.294643, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.3794643, 'nt7': -1.0803572, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 1, 'nt11': 10, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 3, 'nt16': 0, 'nt2': 1, 'nt3': 13, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 8, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 1, 'nt11': 10, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 3, 'nt16': 0, 'nt2': 1, 'nt3': 27, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 9, 'nt8': 0, 'nt9': 0}, 
245.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -1.3660715, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.14285715, 'nt15': -0.2544643, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -3.8973215, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.44642857, 'nt7': -0.61160713, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 10, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 3, 'nt16': 0, 'nt2': 0, 'nt3': 13, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 10, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 3, 'nt16': 0, 'nt2': 0, 'nt3': 27, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
250.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -1.5892857, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.20089285, 'nt15': -0.32589287, 'nt16': 0.0, 'nt2': -0.013392857, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.51339287, 'nt7': -0.4375, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 10, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 4, 'nt16': 0, 'nt2': 1, 'nt3': 13, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 10, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 4, 'nt16': 0, 'nt2': 1, 'nt3': 27, 'nt4': 0, 'nt5': 0, 'nt6': 3, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
255.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -1.8169643, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.29017857, 'nt15': -0.27232143, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.6026786, 'nt7': -0.5714286, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 11, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 3, 'nt16': 0, 'nt2': 0, 'nt3': 13, 'nt4': 0, 'nt5': 0, 'nt6': 4, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 11, 'nt12': 0, 'nt13': 0, 'nt14': 4, 'nt15': 3, 'nt16': 0, 'nt2': 0, 'nt3': 27, 'nt4': 0, 'nt5': 0, 'nt6': 4, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
260.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -2.0848215, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.24107143, 'nt15': -0.3392857, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.6964286, 'nt7': -0.70535713, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 13, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 3, 'nt16': 0, 'nt2': 0, 'nt3': 15, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 6, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 13, 'nt12': 0, 'nt13': 0, 'nt14': 3, 'nt15': 3, 'nt16': 0, 'nt2': 0, 'nt3': 30, 'nt4': 0, 'nt5': 0, 'nt6': 5, 'nt7': 6, 'nt8': 0, 'nt9': 0}, 
265.0, {'nt1': 0.0, 'nt10': 0.0, 'nt11': -2.0669644, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.14732143, 'nt15': -0.23214285, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.82589287, 'nt7': -0.85714287, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 0, 'nt10': 0, 'nt11': 15, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 2, 'nt16': 0, 'nt2': 0, 'nt3': 18, 'nt4': 0, 'nt5': 0, 'nt6': 6, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 0, 'nt10': 0, 'nt11': 15, 'nt12': 0, 'nt13': 0, 'nt14': 2, 'nt15': 2, 'nt16': 0, 'nt2': 0, 'nt3': 34, 'nt4': 0, 'nt5': 0, 'nt6': 6, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
270.0, {'nt1': -0.008928572, 'nt10': 0.0, 'nt11': -2.4017856, 'nt12': 0.0, 'nt13': -0.02232143, 'nt14': 0.0, 'nt15': -0.09375, 'nt16': 0.0, 'nt2': -0.008928572, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -0.9598214, 'nt7': -1.0133928, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 1, 'nt10': 0, 'nt11': 15, 'nt12': 0, 'nt13': 1, 'nt14': 0, 'nt15': 1, 'nt16': 0, 'nt2': 1, 'nt3': 19, 'nt4': 0, 'nt5': 0, 'nt6': 6, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 1, 'nt10': 0, 'nt11': 15, 'nt12': 0, 'nt13': 1, 'nt14': 0, 'nt15': 1, 'nt16': 0, 'nt2': 1, 'nt3': 35, 'nt4': 0, 'nt5': 0, 'nt6': 6, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
275.0, {'nt1': -0.03125, 'nt10': 0.0, 'nt11': -2.736607, 'nt12': 0.0, 'nt13': 0.0, 'nt14': -0.008928572, 'nt15': -0.116071425, 'nt16': 0.0, 'nt2': 0.0, 'nt3': -4.0, 'nt4': 0.0, 'nt5': 0.0, 'nt6': -1.09375, 'nt7': -1.1696428, 'nt8': 0.0, 'nt9': 0.0}, {'nt1': 1, 'nt10': 0, 'nt11': 15, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 1, 'nt16': 0, 'nt2': 0, 'nt3': 20, 'nt4': 0, 'nt5': 0, 'nt6': 6, 'nt7': 7, 'nt8': 0, 'nt9': 0}, {'nt1': 1, 'nt10': 0, 'nt11': 15, 'nt12': 0, 'nt13': 0, 'nt14': 1, 'nt15': 1, 'nt16': 0, 'nt2': 0, 'nt3': 36, 'nt4': 0, 'nt5': 0, 'nt6': 6, 'nt7': 7, 'nt8': 0, 'nt9': 0}, 
